29.05.2016 00:00:00.00         60.0    3.3333333333E-06
#  Startdatum              [min] -> [s]  [mm/5min] -> [m/s]
      0.0000000          0.000
      5.0000000          0.000
     10.0000000          0.000
     15.0000000          0.000
     20.0000000          0.000
     25.0000000          0.000
     30.0000000          0.000
     35.0000000          0.000
     40.0000000          0.000
     45.0000000          0.000
     50.0000000          0.000
     55.0000000          0.000
     60.0000000          0.000
     65.0000000          0.000
     70.0000000          0.000
     75.0000000          0.000
     80.0000000          0.000
     85.0000000          0.000
     90.0000000          0.000
     95.0000000          0.000
    100.0000000          0.000
    105.0000000          0.000
    110.0000000          0.000
    115.0000000          0.000
    120.0000000          0.000
    125.0000000          0.000
    130.0000000          0.000
    135.0000000          0.000
    140.0000000          0.000
    145.0000000          0.000
    150.0000000          0.000
    155.0000000          0.000
    160.0000000          0.000
    165.0000000          0.000
    170.0000000          0.000
    175.0000000          0.000
    180.0000000          0.000
    185.0000000          0.000
    190.0000000          0.005
    195.0000000          0.025
    200.0000000          0.007
    205.0000000          0.000
    210.0000000          0.000
    215.0000000          0.000
    220.0000000          0.000
    225.0000000          0.000
    230.0000000          0.002
    235.0000000          0.027
    240.0000000          0.036
    245.0000000          0.006
    250.0000000          0.002
    255.0000000          0.000
    260.0000000          0.000
    265.0000000          0.000
    270.0000000          0.000
    275.0000000          0.036
    280.0000000          0.036
    285.0000000          0.001
    290.0000000          0.000
    295.0000000          0.000
    300.0000000          0.000
    305.0000000          0.000
    310.0000000          0.000
    315.0000000          0.000
    320.0000000          0.000
    325.0000000          0.000
    330.0000000          0.000
    335.0000000          0.000
    340.0000000          0.000
    345.0000000          0.000
    350.0000000          0.000
    355.0000000          0.000
    360.0000000          0.000
    365.0000000          0.000
    370.0000000          0.000
    375.0000000          0.000
    380.0000000          0.000
    385.0000000          0.000
    390.0000000          0.000
    395.0000000          0.000
    400.0000000          0.000
    405.0000000          0.000
    410.0000000          0.000
    415.0000000          0.000
    420.0000000          0.000
    425.0000000          0.000
    430.0000000          0.000
    435.0000000          0.000
    440.0000000          0.000
    445.0000000          0.000
    450.0000000          0.000
    455.0000000          0.000
    460.0000000          0.000
    465.0000000          0.000
    470.0000000          0.000
    475.0000000          0.000
    480.0000000          0.000
    485.0000000          0.000
    490.0000000          0.000
    495.0000000          0.000
    500.0000000          0.000
    505.0000000          0.000
    510.0000000          0.000
    515.0000000          0.000
    520.0000000          0.000
    525.0000000          0.000
    530.0000000          0.000
    535.0000000          0.000
    540.0000000          0.000
    545.0000000          0.000
    550.0000000          0.000
    555.0000000          0.000
    560.0000000          0.000
    565.0000000          0.000
    570.0000000          0.000
    575.0000000          0.000
    580.0000000          0.000
    585.0000000          0.000
    590.0000000          0.000
    595.0000000          0.000
    600.0000000          0.000
    605.0000000          0.000
    610.0000000          0.000
    615.0000000          0.000
    620.0000000          0.000
    625.0000000          0.000
    630.0000000          0.000
    635.0000000          0.000
    640.0000000          0.000
    645.0000000          0.000
    650.0000000          0.000
    655.0000000          0.000
    660.0000000          0.000
    665.0000000          0.000
    670.0000000          0.000
    675.0000000          0.000
    680.0000000          0.000
    685.0000000          0.000
    690.0000000          0.000
    695.0000000          0.000
    700.0000000          0.000
    705.0000000          0.000
    710.0000000          0.000
    715.0000000          0.000
    720.0000000          0.000
    725.0000000          0.000
